,x,y
0,0.6014912751332964,-3.551908982981683
1,0.5154254849575164,5.475326033911303
2,-1.3219510969950834,-16.683966326237623
3,0.43855476741061983,3.128075623711998
4,-1.8217943012113027,-43.71202742082693
5,-1.2737957535429856,-11.28635708824024
6,1.5102665530655481,20.134412568492717
7,0.710157026502459,-1.7426683792667939
8,-0.7681969758607883,-2.9762459110138426
9,-1.7607730030384379,-32.234343741344205
10,0.19724297123858836,6.449021476533241
11,1.9961260847713271,60.83292921973882
12,-1.0838355049936474,1.1483698488944913
13,-1.7148087922777808,-31.427874550982917
14,1.2851523664413698,15.350491830165495
15,1.2392976156059556,9.024770982140563
16,-1.7977855005084065,-35.652312362130886
17,0.9407236114396929,5.280017020502855
18,0.4448392676417079,4.882868299119905
19,0.8155368040889615,1.1191577410745295
20,-1.985760782335578,-52.35298770407322
21,0.9248309859586268,0.18076033400953184
22,1.5331180933921837,20.712582315895073
23,1.6368811873308182,20.715552171314847
24,-0.2873418148074882,3.5464455004809463
25,-1.9228707991193001,-52.68296975429267
26,0.8348832426239499,-2.7911699909211034
27,-1.8428800394647489,-54.377940779653144
28,0.3520002474662509,0.3845668107790425
29,0.6829493233267132,6.305285333180635
30,1.1248684379386256,7.872483955211362
31,-1.3263280837233986,-4.739934955237604
32,-1.2366648156198767,-7.23992145095216
33,0.13596266176534355,-2.422202779553897
34,0.6137499866533713,3.9555281725594678
35,1.175708096229819,11.495368610672525
36,1.8364338226206427,31.46994608667901
37,0.48573542637773315,-2.7822076684409764
38,-0.2801194138657852,-0.6917325284300696
39,-1.6650820627013392,-33.69125485382781
